"V1"
0
-0.0224364912050588
-0.0282647271864727
0
0
-0.0165267183614388
0
-0.042562811246033
0
0
0
0
-0.023787338054325
-0.0149377256661125
-0.0246057975255424
0
0
0
-0.0530205336768062
-0.0641621724049369
0
-0.0493534942873455
0
0
0
0
0
0
-0.0226211469688494
0
-0.0589596895124333
-0.0129391489441184
0
0
0
0
0
-0.0313544222219652
0
-0.0148324438344343
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0325077128446971
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000239569804407042
0
0
0
0
