"V1"
0
-0.0225325241958494
-0.0297514606346946
0
0
-0.0166103152239704
0
-0.0493071170493325
0
0
0
0
-0.0263758598087066
-0.0151144788861322
-0.025620188742055
0
0
0
-0.0599255343382152
-0.0756227837269674
0
-0.0588816154347862
0
0
0
0
0
0
-0.0227143027394692
0
-0.0663163791171907
-0.0109227454053572
0
0
0
0
0
-0.0356498735789005
0
-0.0163553272217817
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0361804946279268
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
