"V1"
-0.00499796038747978
-0.0224634382322237
-0.0254587599784522
0
0
-0.0112243116805684
0
-0.0433075848975523
0
0
-0.000433583258406499
0
-0.0218871795860308
-0.0108047962413825
-0.0323678586957846
0
0
0
-0.046678560874381
-0.0616880979022809
0
-0.0419227582274664
-0.00702294760497596
0
0
0
0
0
-0.0217495868029769
0
-0.0533196831518752
-0.0132777035223486
0
0
0
0
-0.00336838373459102
-0.0179245414275347
0
-0.0131752182081941
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.029169377690624
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
